0.0,159.93428306022466
1.0,167.2347139765763
2.0,202.95377076201385
3.0,240.46059712816052
4.0,225.3169325055333
5.0,245.3172608610164
6.0,301.58425631014785
7.0,305.3486945830582
8.0,300.61051228130094
9.0,340.8512008717193
10.0,340.73164614375077
11.0,360.68540492859483
12.0,394.8392454313207
13.0,371.73439510684403
14.0,395.50164334973937
15.0,438.75424941518054
16.0,449.74337759331155
17.0,496.2849466519055
18.0,491.83951848957577
19.0,501.75392597329414
20.0,579.3129753784311
21.0,565.4844739902693
22.0,591.3505640937585
23.0,581.5050362757308
24.0,619.1123455094963
25.0,652.2184517941973
26.0,646.9801284515539
27.0,697.5139603669135
28.0,697.9872262016239
29.0,724.1661250041344
30.0,737.9658677554121
31.0,807.0455636901787
32.0,789.7300555052414
33.0,788.845781420882
34.0,846.4508982420638
35.0,825.5831270005796
36.0,874.1772719000951
37.0,850.8065975224044
38.0,883.4362790220314
39.0,933.9372247173825
40.0,964.7693315999082
41.0,973.4273656237995
42.0,987.6870343522352
43.0,1003.9779260882142
44.0,1000.4295601926515
45.0,1035.603115832106
46.0,1060.7872245808041
47.0,1111.1424445243783
48.0,1116.8723657913692
49.0,1094.7391968927452
50.0,1156.4816793878958
51.0,1162.2983543916737
52.0,1176.4615599938809
53.0,1222.2335257768173
54.0,1250.619990449919
55.0,1268.625602382324
56.0,1253.2156495355473
57.0,1283.8157524829758
58.0,1316.6252686280714
59.0,1349.5109025424472
60.0,1340.4165152430942
61.0,1366.2868204667236
62.0,1367.8733005198794
63.0,1386.0758675183865
64.0,1446.250516447884
65.0,1477.1248005714165
66.0,1468.5597975683934
67.0,1510.0706579578405
68.0,1517.2327205009526
69.0,1517.0976049078974
70.0,1557.2279121101683
71.0,1600.7607313293195
72.0,1589.283479217801
73.0,1641.2928731162801
74.0,1577.605097918205
75.0,1666.4380500875045
76.0,1671.7409413647633
77.0,1684.0198529906827
78.0,1711.83521553071
79.0,1690.2486217079822
80.0,1745.6065622432498
81.0,1777.1422514302349
82.0,1819.5578808948303
83.0,1799.6345956345272
84.0,1813.8301279421362
85.0,1839.9648591283092
86.0,1888.3080423540414
87.0,1896.5750221931937
88.0,1899.4047959246593
89.0,1940.2653486622671
90.0,1951.941550986961
91.0,1989.3728998106578
92.0,1975.958938122453
93.0,2003.4467570680447
94.0,2022.157836937357
95.0,2020.7297010373577
96.0,2075.9224055412915
97.0,2095.221105443598
98.0,2110.1022691328494
99.0,2125.308257332497
100.0,2121.6925851589917
