x1,x2,y
0.8399999999997689,4.800000000000001,-2.556488972130439
5.8799999999996615,34.800000000000004,-63.94398412674916
-9.240000000000016,37.65,-150.6259924441753
5.47999999999967,5.300000000000001,18.717738706198368
-6.70000000000007,35.800000000000004,-131.398994733584
9.319999999999588,21.900000000000002,-9.43105260723444
-4.500000000000117,20.75,-72.0313097341883
4.0599999999997,18.25,-33.37494121637517
9.059999999999594,14.850000000000001,11.976619317135011
4.879999999999683,36.6,-73.72771165754867
-7.360000000000056,6.45,-45.79106327991335
-7.18000000000006,8.15,-51.74133138248702
-9.160000000000018,26.6,-118.50916108675139
-4.3000000000001215,16.0,-53.77884322832404
8.919999999999597,30.3,-33.5018883844674
-2.920000000000151,12.450000000000001,-41.902295339801825
-2.8400000000001526,29.5,-93.56186593997617
5.719999999999665,24.700000000000003,-41.57709556808641
9.159999999999592,5.800000000000001,36.88224142382457
-5.880000000000088,40.7,-144.733895152569
0.31999999999978,8.200000000000001,-21.1382667189988
6.799999999999642,48.150000000000006,-100.4086654915412
-6.000000000000085,34.35,-126.48117986696195
5.539999999999669,31.0,-53.69624346703015
5.919999999999661,37.65,-61.401461096213225
0.7599999999997706,31.950000000000003,-79.0144234347269
8.159999999999613,1.1500000000000001,47.11489560725906
7.119999999999635,38.95,-74.72595165503068
-6.160000000000082,14.9,-55.84937930538138
-9.340000000000014,2.0,-44.60815697777864
2.579999999999732,15.0,-22.932690999573204
-6.120000000000083,21.5,-77.77726649553844
-2.8400000000001526,35.45,-111.46172116629428
-6.500000000000075,16.05,-59.76127743072146
-1.0600000000001906,18.400000000000002,-60.58239737246177
7.959999999999617,4.05,42.04303616935286
-0.30000000000020677,7.15,-6.972309966265531
7.579999999999625,5.550000000000001,33.66389440612322
-3.5600000000001373,34.15,-117.79479996401254
4.019999999999701,41.95,-89.63548679763646
8.579999999999604,33.95,-46.96006936663003
-4.480000000000118,45.400000000000006,-154.7467892603605
4.639999999999688,34.35,-71.0116967648622
2.3999999999997357,0.1,30.84590830261219
9.479999999999585,35.35,-41.27226016811432
-1.6200000000001786,6.75,-13.3689587196164
8.579999999999604,8.450000000000001,25.198746036504303
9.419999999999586,12.3,12.369709804551526
-3.7400000000001334,37.25,-125.49560419569654
9.919999999999575,6.7,26.226744603834383
-9.96,38.6,-160.34862159217192
3.319999999999716,28.25,-57.00379414420049
-8.56000000000003,49.35,-186.47786306006518
0.5799999999997745,14.600000000000001,-24.022344085376588
-2.4600000000001607,28.3,-85.98962396915235
5.539999999999669,4.55,33.442586589427385
-8.56000000000003,36.65,-132.88916386580084
-5.1000000000001044,48.45,-154.15182904116898
-5.140000000000104,46.25,-153.11619810742667
-1.700000000000177,17.05,-52.37263829244504
-8.700000000000028,44.900000000000006,-168.56128142978548
7.539999999999626,2.2,47.495429641504614
-2.400000000000162,16.6,-47.76197488090739
-10.0,45.45,-163.53268736287234
-3.480000000000139,16.0,-45.89126749889586
-6.7400000000000695,31.35,-119.07758264615656
-0.6000000000002004,2.2,0.3143100840182189
-2.7400000000001548,2.15,-3.587082837677336
1.779999999999749,19.900000000000002,-36.00071494754687
3.659999999999709,32.2,-63.0017054995814
2.8399999999997263,22.700000000000003,-39.2864951878078
-2.7400000000001548,0.8,-3.6142323672493837
-3.520000000000138,41.85,-121.91178955587928
-7.280000000000058,38.95,-140.3457352839935
-6.400000000000077,4.65,-29.125169762746687
3.7799999999997063,28.150000000000002,-59.64493707570182
-0.1200000000002106,13.75,-30.216844916995605
8.27999999999961,20.35,-5.402306715939594
-4.340000000000121,4.6000000000000005,-15.665809713556623
0.8599999999997685,40.2,-100.20430280459716
-4.900000000000109,30.700000000000003,-98.28146584733858
5.7399999999996645,8.700000000000001,8.286620934104693
2.19999999999974,45.0,-117.83775338102478
-0.6200000000002,26.1,-72.70355745912626
2.3599999999997365,44.35,-110.81236693931258
5.5999999999996675,4.15,31.5481555445005
3.7599999999997067,4.3500000000000005,20.95716915723977
-7.3000000000000576,1.5,-18.263773038426883
6.599999999999646,14.55,7.020871658471148
5.93999999999966,7.1000000000000005,23.136636717729722
7.059999999999636,44.900000000000006,-87.53281676324022
-9.220000000000017,1.05,-47.13464032488084
9.079999999999593,10.9,32.07550261565349
-7.66000000000005,6.800000000000001,-52.575620388495125
-5.480000000000096,18.5,-65.6108437273873
-5.040000000000106,3.6,-24.61642771372891
-5.680000000000092,1.1500000000000001,-19.959481313638918
-4.960000000000107,21.55,-75.60067246936704
0.4999999999997762,7.15,-8.58032082559998
-2.720000000000155,41.75,-132.18227530173235
-9.04000000000002,8.200000000000001,-53.430804445722586
-1.1600000000001884,45.2,-123.46321012631448
7.859999999999619,2.2,48.646838016588134
-9.880000000000003,5.5,-53.914732757328174
2.159999999999741,21.75,-52.942099751829616
-4.38000000000012,33.35,-96.33051249012269
4.339999999999694,41.650000000000006,-90.3705575788207
-1.3400000000001846,34.35,-97.03677004935197
-7.1600000000000605,33.550000000000004,-125.97283583334978
9.539999999999583,27.900000000000002,-24.920085298521933
-6.680000000000071,30.5,-113.5847257092201
-9.480000000000011,22.700000000000003,-92.61040702965504
8.239999999999611,18.75,-10.23251360701094
-3.520000000000138,12.25,-41.77643591355312
-8.16000000000004,10.3,-57.147436589935005
-8.000000000000043,4.65,-38.03886904192864
5.859999999999662,40.300000000000004,-76.15318291895767
-0.14000000000021018,32.4,-86.46629140195223
-8.920000000000023,27.0,-113.44368730601299
5.519999999999669,41.050000000000004,-87.7659977296553
7.059999999999636,25.900000000000002,-41.66727545758421
5.779999999999664,24.35,-30.975160040346427
-1.880000000000173,16.400000000000002,-48.9629361825638
7.019999999999637,49.0,-110.43552504423572
7.459999999999628,44.2,-79.15231274728416
6.619999999999646,25.950000000000003,-41.17564727833604
-6.040000000000084,43.85,-156.2970408775095
8.099999999999614,13.4,17.61328114743603
-7.220000000000059,18.7,-83.54986312033105
-3.380000000000141,31.35,-95.9888935716178
-7.140000000000061,14.100000000000001,-64.23534256359378
1.7999999999997485,28.1,-64.13755762665991
-5.920000000000087,14.5,-58.355068661246584
-6.840000000000067,22.8,-93.19477196828451
-2.820000000000153,16.25,-50.014950634621485
3.8199999999997054,30.25,-51.64832554217263
-3.4000000000001407,15.0,-58.42408953335221
-1.6800000000001774,30.900000000000002,-86.9762841231402
-4.280000000000122,17.25,-54.801665564188646
-4.700000000000113,12.15,-38.31966937710259
0.37999999999977874,24.450000000000003,-68.5878011965986
1.7999999999997485,26.6,-55.2211755529544
-9.360000000000014,41.1,-158.12632566046636
-2.9400000000001505,30.5,-94.1954504061338
-5.160000000000103,8.75,-39.59472163359025
-4.240000000000123,2.7,-23.341139509825993
-4.320000000000121,14.350000000000001,-51.279908846684805
-4.900000000000109,37.300000000000004,-118.38202337643546
-4.520000000000117,15.200000000000001,-55.938860685821844
-6.140000000000082,25.200000000000003,-99.49184675475827
3.699999999999708,34.0,-63.155801370011446
-0.6600000000001991,40.550000000000004,-118.56122718027711
-1.2600000000001863,9.700000000000001,-27.69271479856453
9.799999999999578,20.900000000000002,4.182094206363766
-7.480000000000054,14.4,-71.0660570294483
-9.06000000000002,29.8,-126.6605964856396
-8.500000000000032,42.900000000000006,-161.60228398752892
-2.780000000000154,14.600000000000001,-48.23774359955181
-9.480000000000011,32.4,-133.86842282779565
4.9399999999996815,2.25,22.696076775258167
8.619999999999603,41.400000000000006,-66.76148119006645
-3.800000000000132,43.1,-137.22587157708747
9.23999999999959,46.75,-78.28194905458824
-8.16000000000004,42.35,-152.64772353099005
3.0599999999997216,31.400000000000002,-65.0478625230677
7.419999999999629,31.1,-40.664197466051654
5.93999999999966,46.95,-105.47960892377303
2.9199999999997246,40.400000000000006,-95.53782040952068
-1.840000000000174,16.5,-50.02429422132891
-4.86000000000011,13.55,-54.38897367100329
5.93999999999966,40.550000000000004,-81.42827432973704
0.5399999999997753,38.400000000000006,-106.87086469532197
-1.980000000000171,25.75,-72.71146412505675
2.4599999999997344,40.550000000000004,-97.64681222196512
2.6799999999997297,11.75,-9.10641299681706
9.819999999999578,25.0,-8.245635854079557
-3.0400000000001484,21.55,-70.53091877835227
3.6399999999997092,15.4,-11.002292895371028
5.919999999999661,25.55,-35.304754807953074
6.2999999999996525,19.700000000000003,-18.916402703124014
-6.340000000000078,35.75,-124.34618180984488
-2.1000000000001684,0.2,-0.03912341609981007
9.379999999999587,38.95,-58.35459060611905
-1.9600000000001714,8.0,-20.45998214532226
-9.320000000000014,34.95,-140.02977099950482
6.279999999999653,6.8500000000000005,32.81571632071527
-7.940000000000044,26.0,-114.2131579821513
9.279999999999589,19.1,5.542521674586093
5.95999999999966,40.400000000000006,-80.92026500797722
5.979999999999659,17.2,-10.018845440566755
8.879999999999598,23.650000000000002,-18.66333363692374
5.839999999999662,46.400000000000006,-95.30575485480357
-5.580000000000094,17.35,-68.57543563595883
-8.520000000000032,42.2,-154.280073697762
-5.960000000000086,4.6000000000000005,-23.716820342139897
-8.740000000000027,37.800000000000004,-140.4887644942276
5.099999999999678,37.7,-81.70817589509082
-6.24000000000008,44.5,-153.10058014200385
-7.740000000000048,9.3,-57.36402193582026
4.179999999999698,1.05,32.97981001801226
3.7199999999997075,27.0,-50.840474204600355
1.2799999999997596,4.65,4.379578591638597
9.279999999999589,32.85,-42.36523421056519
9.279999999999589,18.75,4.115043689483964
5.47999999999967,8.85,13.57486597740404
