x1,x2,y
0.39999999999996305,21.5,-55.63913818097217
-8.400000000000006,40.0,-153.38916256602133
-1.6000000000000298,4.5,-6.673519970399776
-5.600000000000016,47.0,-162.01896466894485
6.99999999999994,45.0,-86.74905388002624
-5.800000000000015,37.0,-123.38578715304024
-8.600000000000005,18.5,-80.03454788147504
4.999999999999947,25.0,-32.71110772117582
-6.400000000000013,21.5,-87.53367719585565
7.799999999999937,4.5,39.957838661780045
3.799999999999951,36.5,-70.86172536951094
-2.8000000000000256,14.5,-48.01550191305895
2.399999999999956,23.0,-40.481295988135
2.5999999999999552,44.0,-114.6414229380737
9.199999999999932,23.0,-15.040053326566795
-1.000000000000032,13.0,-28.125563140531984
-9.200000000000003,44.0,-167.37988354534048
-3.200000000000024,48.0,-148.3188863655028
-3.6000000000000227,26.0,-84.30850123688157
5.199999999999946,40.0,-85.68090814624824
6.599999999999941,6.0,26.679023624149103
3.199999999999953,22.0,-37.98775580245796
-3.552713678800501e-14,12.5,-20.295139666094215
-8.000000000000007,38.0,-142.9336780905247
6.99999999999994,24.0,-23.332405295668615
2.5999999999999552,32.5,-78.67971352423562
-8.200000000000006,38.5,-138.08117176243636
4.799999999999947,14.5,-17.344212584632313
-1.2000000000000313,34.0,-95.20509319415763
3.3999999999999524,3.5,19.33959084523499
-5.200000000000017,28.5,-103.4818688080561
7.799999999999937,12.0,13.480677367785782
7.999999999999936,21.0,-10.258938360598282
-6.000000000000014,1.5,-28.801632434857225
-8.200000000000006,19.5,-80.74741703454562
-8.600000000000005,49.0,-172.1143923058278
0.7999999999999616,14.0,-21.391001100495796
-6.800000000000011,32.5,-115.06087484741235
0.5999999999999623,18.5,-33.3337709662961
9.199999999999932,0.5,60.53328265562908
4.599999999999948,11.5,5.491081860122571
2.5999999999999552,10.0,-3.1530621147225975
0.7999999999999616,41.5,-99.5191333409067
-2.2000000000000277,23.0,-72.00597980449355
-6.400000000000013,13.0,-63.678034136630515
-6.2000000000000135,41.5,-138.51814737648147
6.599999999999941,13.0,9.70797750132904
-5.000000000000018,10.5,-57.17019330361528
-6.2000000000000135,23.5,-91.34703479656254
3.799999999999951,18.0,-24.885357474834713
2.999999999999954,48.5,-116.65019325163779
0.19999999999996376,5.0,-2.230850034514972
2.999999999999954,3.5,18.19397506442834
-9.8,35.5,-148.04315656096952
3.5999999999999517,36.5,-82.99184984302471
-8.600000000000005,17.0,-87.82850260227345
-4.8000000000000185,26.0,-87.58896739106231
7.199999999999939,45.0,-94.69203762836126
-0.4000000000000341,39.5,-110.25325841542396
9.199999999999932,34.5,-43.140165846087314
-9.600000000000001,5.0,-58.32472174269995
1.9999999999999574,17.5,-33.33217688718172
-9.8,19.0,-94.26386364599013
-4.40000000000002,8.5,-33.929117801019515
-9.000000000000004,28.0,-117.75351989108768
6.399999999999942,5.5,26.590397230516352
3.199999999999953,46.5,-107.3519061308474
-5.800000000000015,47.0,-159.09442944890046
-8.000000000000007,11.0,-68.40418454859146
5.399999999999945,48.5,-110.39612847354361
3.799999999999951,34.0,-69.14301143096246
-3.552713678800501e-14,17.0,-42.646901531489505
-3.4000000000000234,49.0,-148.67582606330754
7.199999999999939,8.0,18.532210728414192
0.7999999999999616,1.0,6.71119746699907
-1.4000000000000306,30.5,-84.5476181193392
-1.4000000000000306,4.0,-5.325943206868259
-8.000000000000007,33.0,-132.58004735010482
8.999999999999932,42.5,-72.91298290481933
-0.4000000000000341,38.5,-109.32308479329916
9.199999999999932,38.5,-53.953185133249626
-0.6000000000000334,19.5,-49.21825094328444
0.39999999999996305,43.5,-113.88066517633457
0.7999999999999616,39.0,-106.46056091131109
8.799999999999933,8.5,41.31530389901636
7.999999999999936,38.0,-63.67187965586879
5.199999999999946,33.5,-65.5398850355337
-7.400000000000009,0.5,-29.897867002822906
-9.600000000000001,46.0,-177.6099426124303
-5.000000000000018,8.0,-35.27963135959525
6.399999999999942,2.0,28.393629946161624
3.3999999999999524,20.5,-25.692462645143323
0.5999999999999623,43.5,-121.26591764550051
0.19999999999996376,19.0,-53.37857701463473
-5.800000000000015,19.0,-76.42885095048501
3.199999999999953,33.0,-67.05801174378972
6.79999999999994,19.5,-5.329685341135491
7.399999999999938,13.0,7.462786385498786
7.399999999999938,6.0,25.89370871729346
2.1999999999999567,22.5,-48.18188187650882
