0,150.0
1,170.0
2,190.0
3,210.0
4,230.0
5,250.0
6,270.0
7,290.0
8,310.0
9,330.0
10,350.0
11,370.0
12,390.0
13,410.0
14,430.0
15,450.0
16,470.0
17,490.0
18,510.0
19,530.0
20,550.0
21,570.0
22,590.0
23,610.0
24,630.0
25,650.0
26,670.0
27,690.0
28,710.0
29,730.0
30,750.0
31,770.0
32,790.0
33,810.0
34,830.0
35,850.0
36,870.0
37,890.0
38,910.0
39,930.0
40,950.0
41,970.0
42,990.0
43,1010.0
44,1030.0
45,1050.0
46,1070.0
47,1090.0
48,1110.0
49,1130.0
50,1150.0
51,1170.0
52,1190.0
53,1210.0
54,1230.0
55,1250.0
56,1270.0
57,1290.0
58,1310.0
59,1330.0
60,1350.0
61,1370.0
62,1390.0
63,1410.0
64,1430.0
65,1450.0
66,1470.0
67,1490.0
68,1510.0
69,1530.0
70,1550.0
71,1570.0
72,1590.0
73,1610.0
74,1630.0
75,1650.0
76,1670.0
77,1690.0
78,1710.0
79,1730.0
80,1750.0
81,1770.0
82,1790.0
83,1810.0
84,1830.0
85,1850.0
86,1870.0
87,1890.0
88,1910.0
89,1930.0
90,1950.0
91,1970.0
92,1990.0
93,2010.0
94,2030.0
95,2050.0
96,2070.0
97,2090.0
98,2110.0
99,2130.0
100,2150.0
