0,12.030372761123814
1,15.590019994263585
2,21.193268742910075
3,22.988848028028215
4,17.10088898128038
5,28.987405377208567
6,27.26458583114566
7,32.97592035652469
8,27.63624455826466
9,29.413124585690795
10,32.519369255313926
11,34.086804868353035
12,38.37161687256182
13,47.62039493489577
14,46.254173045364546
15,40.92670432221318
16,57.4144618084859
17,43.49456622522565
18,59.93430697850934
19,50.668676312205804
20,57.20100725780937
21,59.69420006416964
22,51.78067559859361
23,69.56768589252512
24,71.29425020655322
25,53.649898503239754
26,65.28850661732933
27,67.53807090714058
28,73.72890261902654
29,76.36052928111249
30,73.46639714745126
31,70.55005613056215
32,87.16147140079046
33,82.55189108985154
34,79.89642679123423
35,88.27174559060536
36,85.61747451846726
37,89.19864995968916
38,101.06931770657512
39,88.68140777828164
40,91.96009461018386
41,89.40293951289159
42,103.47331155869665
43,100.96799314273485
44,92.54816928468115
45,109.60953721683971
46,102.99842527077992
47,112.67831921333493
48,112.69657023450343
49,108.30264862767397
50,118.46799762482674
51,117.32209023915308
52,124.79303901005991
53,115.833883942902
54,126.97555505274822
55,132.42629891526624
56,129.35198909462258
57,134.84862897970964
58,130.12102169423014
59,135.12110624425983
60,128.90596816530822
61,136.51840692483955
62,142.51551757702182
63,133.99038255808682
64,138.6282846789766
65,153.61434243341282
66,157.66837421302853
67,143.36377295513338
68,139.88415665185738
69,153.11880786541363
70,145.6397365592796
71,159.61424860178238
72,156.16940111757606
73,159.97779546752597
74,159.8912006039953
75,161.62587436612628
76,160.8948664024779
77,169.64524460821943
78,177.20748962483543
79,175.65683851603478
80,168.6162646166464
81,168.3192734406865
82,177.73662796066353
83,175.9728654943998
84,184.6307920773808
85,184.41192879496657
86,188.8113593942287
87,191.7792348567259
88,187.2400006131207
89,192.18283566200074
90,194.9863191175674
91,197.71732895877005
92,193.97104688999084
93,195.7618601672386
94,206.0453904252739
95,203.5841057699445
96,208.3613716198567
97,210.9350657683005
98,213.6026571565996
99,214.87366689533707
100,214.34143455367703
